id, name,calories,protein, fat,carbs,vit_a,vit_d,vit_e,vit_b1,vit_b2,vit_c,salt
1424,＜魚類＞　はぜ　つくだ煮,277.00,24.30,3.00,39.90,160.00,5.00,2.40,0.11,0.41,0.00,5.60
1425,＜魚類＞　はぜ　甘露煮,260.00,21.10,2.20,40.30,22.00,6.00,0.60,0.05,0.11,0.00,3.80
1426,＜魚類＞　はたはた　生,101.00,14.10,5.70,0.00,20.00,2.00,2.20,0.02,0.14,0.00,0.50
1427,＜魚類＞　はたはた　生干し,154.00,16.70,10.30,0.00,22.00,1.00,2.80,0.05,0.05,3.00,1.30
1428,＜魚類＞　はまふえふき　生,85.00,20.50,0.30,0.10,8.00,11.00,0.60,0.15,0.07,0.00,0.20
1429,＜魚類＞　はも　生,132.00,22.30,5.30,0.00,59.00,5.00,1.10,0.04,0.18,1.00,0.20
1430,＜魚類＞　ひらまさ　生,128.00,22.60,4.90,0.10,19.00,5.00,1.40,0.20,0.14,3.00,0.10
1431,＜魚類＞　ひらめ　天然　生,96.00,20.00,2.00,0.00,12.00,3.00,0.60,0.04,0.11,3.00,0.10
1432,＜魚類＞　ひらめ　養殖　皮つき　生,115.00,21.60,3.70,0.00,19.00,1.90,1.60,0.12,0.34,5.00,0.10
1433,＜魚類＞　ひらめ　養殖　皮なし　生,100.00,21.20,2.50,0.10,9.00,2.30,1.60,0.22,0.07,10.00,0.10
1434,＜魚類＞　（ふぐ類）　とらふぐ　養殖　生,80.00,19.30,0.30,0.20,3.00,4.00,0.80,0.06,0.21,0.00,0.30
1435,＜魚類＞　（ふぐ類）　まふぐ　生,78.00,18.90,0.40,0.00,7.00,6.00,0.60,0.04,0.17,0.00,0.20
1436,＜魚類＞　ふな　生,93.00,18.20,2.50,0.10,12.00,4.00,1.50,0.55,0.14,1.00,0.10
1437,＜魚類＞　ふな　水煮,104.00,20.30,2.80,0.10,15.00,3.80,1.50,0.49,0.12,0.00,0.10
1438,＜魚類＞　ふな　甘露煮,266.00,15.50,3.60,44.40,61.00,2.00,0.50,0.16,0.16,0.00,3.30
1439,＜魚類＞　ふな　ふなずし,181.00,21.30,7.90,9.20,43.00,3.60,4.60,0.00,0.07,0.00,3.90
1440,＜魚類＞　ぶり　成魚　生,222.00,21.40,17.60,0.30,50.00,8.00,2.00,0.23,0.36,2.00,0.10
1441,＜魚類＞　ぶり　成魚　焼き,260.00,26.20,20.40,0.30,42.00,5.40,2.10,0.24,0.39,2.00,0.10
1442,＜魚類＞　ぶり　はまち　養殖　皮つき　生,217.00,20.70,17.20,0.30,32.00,4.00,4.60,0.16,0.21,2.00,0.10
1443,＜魚類＞　ぶり　はまち　養殖　皮なし　生,180.00,21.00,12.00,0.30,41.00,4.40,5.50,0.17,0.23,3.00,0.10
1444,＜魚類＞　ほうぼう　生,110.00,19.60,4.20,0.00,9.00,3.00,0.50,0.09,0.15,3.00,0.30
1445,＜魚類＞　ホキ　生,78.00,17.00,1.30,0.00,43.00,1.00,0.90,0.03,0.16,0.00,0.40
1446,＜魚類＞　ほっけ　生,103.00,17.30,4.40,0.10,25.00,3.00,1.70,0.09,0.17,1.00,0.20
1447,＜魚類＞　ほっけ　塩ほっけ,113.00,18.10,4.90,0.10,20.00,3.00,0.70,0.10,0.27,0.00,3.60
1448,＜魚類＞　ほっけ　開き干し　生,161.00,20.60,9.40,0.10,30.00,4.60,1.30,0.10,0.24,4.00,1.80
1449,＜魚類＞　ほっけ　開き干し　焼き,179.00,23.10,10.90,0.20,39.00,3.50,1.60,0.14,0.26,2.00,2.00
1450,＜魚類＞　ぼら　生,119.00,19.20,5.00,0.10,8.00,10.00,1.60,0.16,0.26,1.00,0.20
1451,＜魚類＞　ぼら　からすみ,353.00,40.40,28.90,0.30,350.00,33.00,9.70,0.01,0.93,10.00,3.60
1452,＜魚類＞　ほんもろこ　生,103.00,17.50,4.10,0.10,250.00,5.00,2.90,0.03,0.20,2.00,0.20
1453,＜魚類＞　（まぐろ類）　きはだ　生,102.00,24.30,1.00,0.00,2.00,6.00,0.40,0.15,0.09,0.00,0.10
1454,＜魚類＞　（まぐろ類）　くろまぐろ　天然　赤身　生,115.00,26.40,1.40,0.10,83.00,5.00,0.80,0.10,0.05,2.00,0.10
1455,＜魚類＞　（まぐろ類）　くろまぐろ　天然　脂身　生,308.00,20.10,27.50,0.10,270.00,18.00,1.50,0.04,0.07,4.00,0.20
1456,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　生,153.00,24.80,7.60,0.30,840.00,4.00,1.50,0.16,0.05,2.00,0.10
1457,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　水煮,173.00,27.20,8.30,0.30,900.00,4.10,1.80,0.16,0.04,2.00,0.10
1458,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,187.00,28.00,9.90,0.20,990.00,4.30,1.90,0.17,0.04,2.00,0.10
1459,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　電子レンジ調理,191.00,30.40,8.70,0.30,970.00,4.30,1.80,0.19,0.05,2.00,0.10
1460,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　焼き,202.00,29.00,10.60,0.30,"1,100.00",5.00,2.00,0.19,0.04,2.00,0.10
1461,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　ソテー,194.00,28.00,10.20,0.30,910.00,4.40,1.90,0.18,0.05,2.00,0.10
1462,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　天ぷら,222.00,25.10,12.60,3.20,820.00,4.10,2.50,0.17,0.06,1.00,0.10
146201,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　生,321.00,18.60,28.90,0.30,580.00,20.80,7.20,0.14,0.05,3.00,0.10
146202,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　水煮,330.00,21.40,27.10,0.30,15.00,51.60,0.90,0.11,0.18,3.00,0.10
146203,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　蒸し,313.00,21.80,27.30,0.10,15.00,18.90,7.10,0.16,0.05,2.00,1.90
146204,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　電子レンジ調理,307.00,23.10,22.70,0.20,750.00,21.20,5.60,0.15,0.05,2.00,0.10
146205,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　焼き,342.00,23.00,28.40,0.20,800.00,20.70,7.00,0.16,0.05,3.00,0.10
146206,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　ソテー,339.00,24.30,27.80,0.20,710.00,20.40,6.60,0.15,0.05,3.00,0.10
146207,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　天ぷら,345.00,22.00,25.40,2.40,670.00,19.50,7.00,0.14,0.06,2.00,0.10
1463,＜魚類＞　（まぐろ類）　びんなが　生,111.00,26.00,0.70,0.20,4.00,7.00,0.70,0.13,0.10,1.00,0.10
1464,＜魚類＞　（まぐろ類）　みなみまぐろ　赤身　生,88.00,21.60,0.40,0.10,6.00,4.00,1.00,0.03,0.05,0.00,0.10
1465,＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,322.00,20.30,28.30,0.10,34.00,5.00,1.50,0.10,0.06,5.00,0.10
1466,＜魚類＞　（まぐろ類）　めじまぐろ　生,139.00,25.20,4.80,0.10,61.00,12.00,1.20,0.19,0.19,1.00,0.10
1467,＜魚類＞　（まぐろ類） めばち　赤身　生,115.00,25.40,2.30,0.30,17.00,3.60,0.90,0.09,0.05,1.00,0.10
1468,＜魚類＞　（まぐろ類） めばち　脂身　生,158.00,23.90,7.50,0.40,37.00,8.10,2.00,0.07,0.05,1.00,0.30
1469,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,70.00,16.00,0.70,0.20,10.00,3.00,0.40,0.01,0.04,0.00,0.50
1470,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,96.00,18.30,2.50,0.40,0.00,2.00,0.40,0.07,0.03,0.00,0.70
1471,＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,134.00,19.00,2.30,9.90,0.00,5.00,0.70,0.07,0.03,0.00,1.90
1472,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,265.00,17.70,21.70,0.10,8.00,2.00,2.80,0.01,0.03,0.00,0.90
1473,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,279.00,18.80,23.60,0.10,0.00,4.00,8.30,0.05,0.13,0.00,0.90
1474,＜魚類＞　マジェランあいなめ　生,243.00,13.30,22.90,0.10,"1,800.00",17.00,2.20,0.02,0.08,0.00,0.20
1475,＜魚類＞　まながつお　生,161.00,17.10,10.90,0.00,90.00,5.00,1.40,0.22,0.13,1.00,0.40
1476,＜魚類＞　みなみくろたち　生,112.00,21.70,3.00,0.10,55.00,2.00,1.90,0.06,0.20,1.00,0.30
1477,＜魚類＞　みなみだら　生,68.00,16.40,0.30,0.00,6.00,7.00,0.80,0.03,0.27,0.00,0.60
1478,＜魚類＞　むつ　生,175.00,16.70,12.60,0.00,8.00,4.00,0.90,0.03,0.16,0.00,0.20
1479,＜魚類＞　むつ　水煮,161.00,22.20,8.40,0.00,11.00,3.60,0.60,0.04,0.16,0.00,0.20
1480,＜魚類＞　めじな　生,113.00,19.40,4.50,0.10,55.00,1.00,0.80,0.05,0.38,0.00,0.20
1481,＜魚類＞　めばる　生,100.00,18.10,3.50,0.00,11.00,1.00,1.50,0.07,0.17,2.00,0.20
1482,＜魚類＞　メルルーサ　生,73.00,17.00,0.60,0.00,5.00,1.00,1.30,0.09,0.04,0.00,0.40
1483,＜魚類＞　やつめうなぎ　生,245.00,15.80,21.80,0.20,"8,200.00",3.00,3.80,0.25,0.85,2.00,0.10
1484,＜魚類＞　やつめうなぎ　干しやつめ,449.00,50.30,31.20,0.50,"1,900.00",12.00,2.40,0.33,1.69,0.00,0.30
1485,＜魚類＞　やまめ　養殖　生,110.00,18.40,4.30,0.30,15.00,8.00,2.20,0.15,0.16,3.00,0.10
1486,＜魚類＞　わかさぎ　生,71.00,14.40,1.70,0.10,99.00,2.00,0.70,0.01,0.14,1.00,0.50
1487,＜魚類＞　わかさぎ　つくだ煮,308.00,28.70,5.50,38.20,460.00,8.00,4.20,0.24,0.32,0.00,4.80
1488,＜魚類＞　わかさぎ　あめ煮,301.00,26.30,5.10,40.40,420.00,9.00,3.60,0.28,0.35,0.00,4.10
1489,＜貝類＞　あかがい　生,70.00,13.50,0.30,3.50,35.00,0.00,0.90,0.20,0.20,2.00,0.80
1490,＜貝類＞　あげまき　生,44.00,8.10,0.60,2.00,27.00,1.00,0.80,0.30,0.14,1.00,1.50
1491,＜貝類＞　あさり　生,29.00,5.70,0.70,0.40,4.00,0.10,0.40,0.01,0.16,1.00,2.00
149101,＜貝類＞　あさり　蒸し,32.00,4.90,0.80,0.40,5.00,0.10,0.40,0.01,0.15,0.00,2.00
1492,＜貝類＞　あさり　つくだ煮,218.00,20.80,2.40,30.10,43.00,0.00,1.40,0.02,0.18,0.00,7.40
1493,＜貝類＞　あさり　缶詰　水煮,102.00,20.30,2.20,1.90,6.00,0.00,2.70,0.00,0.09,0.00,1.00
1494,＜貝類＞　あさり　缶詰　味付け,124.00,16.60,1.90,11.50,6.00,0.00,2.30,0.00,0.06,0.00,1.60
1495,＜貝類＞　あわび　くろあわび　生,76.00,14.30,0.80,3.60,1.00,0.00,0.30,0.15,0.09,1.00,1.10
1496,＜貝類＞　あわび　まだかあわび　生,74.00,14.60,0.40,3.30,2.00,0.00,1.10,0.02,0.10,2.00,0.80
1497,＜貝類＞　あわび　めがいあわび　生,74.00,12.20,0.30,6.80,1.00,0.00,0.30,0.16,0.09,1.00,0.80
1498,＜貝類＞　あわび　干し,257.00,38.00,1.60,23.80,4.00,0.00,1.20,0.36,0.11,0.00,7.40
1499,＜貝類＞　あわび　塩辛,93.00,14.80,3.90,1.40,58.00,0.00,2.50,0.20,0.70,0.00,6.60
1500,＜貝類＞　あわび　水煮缶詰,85.00,19.40,0.40,1.00,0.00,0.00,1.50,0.04,0.04,0.00,1.40
1501,＜貝類＞　いがい　生,63.00,10.30,1.60,3.20,34.00,0.00,1.10,0.01,0.37,5.00,1.40
1502,＜貝類＞　いたやがい　養殖　生,55.00,10.80,0.80,1.50,6.00,0.00,0.40,0.00,0.20,0.00,1.10
1503,＜貝類＞　エスカルゴ　水煮缶詰,75.00,16.50,1.00,0.80,0.00,0.00,0.60,0.00,0.09,0.00,0.70
1504,＜貝類＞　かき　養殖　生,58.00,6.90,2.20,4.90,24.00,0.10,1.30,0.07,0.14,3.00,1.20
1505,＜貝類＞　かき　養殖　水煮,90.00,9.90,3.60,7.10,43.00,0.10,2.90,0.07,0.15,3.00,0.90
1506,＜貝類＞　かき　養殖　フライ,256.00,7.60,11.10,32.90,19.00,0.10,3.10,0.07,0.16,2.00,1.00
1507,＜貝類＞　かき　くん製油漬缶詰,294.00,12.50,22.60,11.20,2.00,0.00,9.50,0.05,0.09,0.00,0.80
1508,＜貝類＞　さざえ　生,83.00,19.40,0.40,0.80,31.00,0.00,2.30,0.04,0.09,1.00,0.60
1509,＜貝類＞　さざえ　焼き,91.00,21.30,0.40,0.90,44.00,0.00,2.80,0.04,0.10,1.00,0.70
1510,＜貝類＞　さるぼう　味付け缶詰,131.00,15.90,2.20,12.90,8.00,0.00,2.50,0.01,0.07,0.00,2.20
1511,＜貝類＞　しじみ　生,54.00,7.50,1.40,4.50,33.00,0.20,1.70,0.02,0.44,2.00,0.40
1512,＜貝類＞　しじみ　水煮,95.00,15.40,2.70,5.50,76.00,0.60,3.90,0.02,0.57,1.00,0.30
1513,＜貝類＞　たいらがい　貝柱　生,94.00,21.80,0.20,1.50,0.00,0.00,0.80,0.01,0.09,2.00,0.70
1514,＜貝類＞　たにし　生,73.00,13.00,1.10,3.60,95.00,0.00,0.50,0.11,0.32,0.00,0.10
1515,＜貝類＞　つぶ　生,82.00,17.80,0.20,2.30,2.00,0.00,1.80,0.00,0.12,0.00,1.00
1516,＜貝類＞　とこぶし　生,78.00,16.00,0.40,3.00,5.00,0.00,1.30,0.15,0.14,1.00,0.70
1517,＜貝類＞　とりがい　斧足　生,81.00,12.90,0.30,6.90,0.00,0.00,1.20,0.16,0.06,1.00,0.30
1518,＜貝類＞　ばい　生,81.00,16.30,0.60,3.10,1.00,0.00,2.20,0.03,0.14,2.00,0.60
1519,＜貝類＞　ばかがい　生,56.00,10.90,0.50,2.40,5.00,0.00,0.80,0.14,0.06,1.00,0.80
1520,＜貝類＞　（はまぐり類）　はまぐり　生,35.00,6.10,0.60,1.80,9.00,0.00,0.60,0.08,0.16,1.00,2.00
1521,＜貝類＞　（はまぐり類）　はまぐり　水煮,79.00,14.90,1.50,2.90,16.00,0.00,2.80,0.15,0.27,1.00,1.20
1522,＜貝類＞　（はまぐり類）　はまぐり　焼き,70.00,13.30,1.00,2.80,16.00,0.00,2.30,0.13,0.29,2.00,2.00
1523,＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,211.00,27.00,2.80,21.40,0.00,0.00,1.90,0.02,0.10,0.00,7.10
1524,＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,41.00,6.50,1.00,2.70,6.00,0.00,0.50,0.13,0.12,1.00,1.30
1525,＜貝類＞　ほたてがい　生,66.00,13.50,0.90,1.50,23.00,0.00,0.90,0.05,0.29,3.00,0.80
1526,＜貝類＞　ほたてがい　水煮,89.00,17.60,1.90,1.90,34.00,0.00,1.70,0.04,0.29,2.00,0.60
1527,＜貝類＞　ほたてがい　貝柱　生,82.00,16.90,0.30,3.50,1.00,0.00,0.80,0.01,0.06,2.00,0.30
1528,＜貝類＞　ほたてがい　貝柱　焼き,123.00,23.80,0.30,4.60,1.00,0.00,1.10,0.01,0.08,1.00,0.40
1529,＜貝類＞　ほたてがい　貝柱　煮干し,301.00,65.70,1.40,7.60,0.00,0.00,2.50,0.12,0.30,0.00,6.40
1530,＜貝類＞　ほたてがい　貝柱　水煮缶詰,87.00,19.50,0.60,1.50,0.00,0.00,1.10,0.00,0.05,0.00,1.00
1531,＜貝類＞　ほっきがい　生,66.00,11.10,1.10,3.80,7.00,0.00,1.40,0.01,0.16,2.00,0.60
1532,＜貝類＞　みるがい　水管　生,77.00,18.30,0.40,0.30,0.00,0.00,0.60,0.00,0.14,1.00,0.80
1533,＜えび・かに類＞　（えび類）　あまえび　生,85.00,19.80,1.50,0.10,3.00,0.00,3.40,0.02,0.03,0.00,0.80
153301,＜えび・かに類＞　（えび類）　アルゼンチンあかえび　生,73.00,19.10,0.70,0.00,0.00,0.00,1.40,0.04,0.04,1.00,0.80
153302,＜えび・かに類＞　（えび類）　アルゼンチンあかえび　ゆで,95.00,22.50,1.80,0.00,1.00,0.00,2.10,0.04,0.06,0.00,0.80
153303,＜えび・かに類＞　（えび類）　アルゼンチンあかえび　焼き,82.00,21.00,1.40,0.10,1.00,0.00,1.60,0.03,0.06,1.00,0.90
1534,＜えび・かに類＞　（えび類）　いせえび　生,86.00,20.90,0.40,0.00,0.00,0.00,3.80,0.01,0.03,1.00,0.90
1535,＜えび・かに類＞　（えび類）　くるまえび　養殖　生,90.00,21.60,0.60,0.00,4.00,0.00,1.60,0.11,0.06,0.00,0.40
1536,＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,116.00,28.20,0.50,0.00,5.00,0.00,2.30,0.09,0.05,0.00,0.50
1537,＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,97.00,23.50,0.40,0.00,4.00,0.00,2.70,0.11,0.05,1.00,0.50
1538,＜えび・かに類＞　（えび類）　さくらえび　生,78.00,16.60,2.00,0.10,2.00,0.10,2.30,0.10,0.08,1.00,0.70
1539,＜えび・かに類＞　（えび類）　さくらえび　ゆで,82.00,18.20,1.50,0.00,7.00,0.00,2.80,0.10,0.08,0.00,2.10
1540,＜えび・かに類＞　（えび類）　さくらえび　素干し,286.00,64.90,4.00,0.10,0.00,0.00,7.20,0.17,0.15,0.00,3.00
1541,＜えび・かに類＞　（えび類）　さくらえび　煮干し,252.00,59.10,2.50,0.10,0.00,0.00,3.40,0.16,0.11,0.00,8.60
1542,＜えび・かに類＞　（えび類）　大正えび　生,89.00,21.70,0.30,0.10,6.00,0.00,1.80,0.03,0.04,1.00,0.50
1543,＜えび・かに類＞　（えび類）　しばえび　生,78.00,18.70,0.40,0.10,4.00,0.00,1.70,0.02,0.06,2.00,0.60
1544,＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,82.00,19.60,0.60,0.70,0.00,0.00,1.70,0.03,0.04,1.00,0.30
1545,＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,194.00,20.00,10.30,6.50,1.00,0.00,3.60,0.04,0.06,0.00,0.30
1546,＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,77.00,18.40,0.30,0.30,1.00,0.00,1.40,0.07,0.03,0.00,0.40
1547,＜えび・かに類＞　（えび類）　加工品　干しえび,213.00,48.60,2.80,0.30,14.00,0.00,2.50,0.10,0.19,0.00,3.80
1548,＜えび・かに類＞　（えび類）　加工品　つくだ煮,239.00,25.90,2.20,30.10,0.00,0.00,6.30,0.14,0.11,0.00,4.80
1549,＜えび・かに類＞　（かに類）　がざみ　生,61.00,14.40,0.30,0.30,1.00,0.00,1.80,0.02,0.15,0.00,0.90
1550,＜えび・かに類＞　（かに類）　毛がに　生,67.00,15.80,0.50,0.20,0.00,0.00,2.20,0.07,0.23,0.00,0.60
1551,＜えび・かに類＞　（かに類）　毛がに　ゆで,78.00,18.40,0.50,0.20,0.00,0.00,3.70,0.07,0.23,0.00,0.60
1552,＜えび・かに類＞　（かに類）　ずわいがに　生,59.00,13.90,0.40,0.10,0.00,0.00,2.10,0.24,0.60,0.00,0.80
1553,＜えび・かに類＞　（かに類）　ずわいがに　ゆで,65.00,15.00,0.60,0.10,0.00,0.00,2.60,0.21,0.57,0.00,0.60
1554,＜えび・かに類＞　（かに類）　ずわいがに　水煮缶詰,69.00,16.30,0.40,0.20,0.00,0.00,2.00,0.00,0.03,0.00,1.70
1555,＜えび・かに類＞　（かに類）　たらばがに　生,56.00,13.00,0.90,0.20,1.00,0.00,1.90,0.05,0.07,1.00,0.90
1556,＜えび・かに類＞　（かに類）　たらばがに　ゆで,77.00,17.50,1.50,0.30,1.00,0.00,3.00,0.07,0.06,0.00,0.80
1557,＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,85.00,20.60,0.30,0.10,0.00,0.00,2.90,0.02,0.10,0.00,1.50
1558,＜えび・かに類＞　（かに類）　加工品　がん漬,58.00,8.40,0.40,5.40,0.00,0.00,1.80,0.10,0.50,0.00,19.10
1559,＜いか・たこ類＞　（いか類）　あかいか　生,81.00,17.90,1.50,0.00,4.00,0.00,2.20,0.01,0.02,1.00,0.50
1560,＜いか・たこ類＞　（いか類）　けんさきいか　生,77.00,17.50,1.00,0.10,7.00,0.00,1.60,0.01,0.02,2.00,0.50
1561,＜いか・たこ類＞　（いか類）　こういか　生,64.00,14.90,1.30,0.10,5.00,0.00,2.20,0.03,0.05,1.00,0.70
1562,＜いか・たこ類＞　（いか類）　するめいか　生,76.00,17.90,0.80,0.10,13.00,0.30,2.10,0.07,0.05,1.00,0.50
1563,＜いか・たこ類＞　（いか類）　するめいか　水煮,98.00,21.90,0.90,0.10,16.00,0.00,2.50,0.05,0.06,1.00,0.60
1564,＜いか・たこ類＞　（いか類）　するめいか　焼き,108.00,23.60,1.00,0.10,22.00,0.00,2.50,0.09,0.07,1.00,0.80
1565,＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,78.00,18.60,0.70,0.10,12.00,0.30,1.90,0.06,0.04,2.00,0.50
1566,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,80.00,18.60,0.60,0.10,11.00,0.20,1.50,0.06,0.04,2.00,0.50
1567,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,175.00,16.70,10.80,6.30,11.00,0.20,3.00,0.07,0.07,1.00,0.40
156701,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　フライ,352.00,24.80,23.40,1.10,7.00,0.10,5.80,0.07,0.06,1.00,0.90
1568,＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,75.00,16.90,0.90,0.00,15.00,0.40,2.40,0.09,0.06,1.00,0.60
1569,＜いか・たこ類＞　（いか類）　ほたるいか　生,74.00,11.80,3.50,0.20,"1,500.00",0.00,4.30,0.19,0.27,5.00,0.70
1570,＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,91.00,17.70,2.90,0.40,"1,900.00",0.00,4.50,0.20,0.30,0.00,0.60
1571,＜いか・たこ類＞　（いか類）　ほたるいか　くん製,305.00,43.10,7.50,21.30,150.00,0.00,2.30,0.40,0.50,0.00,3.80
1572,＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,245.00,27.00,6.70,22.90,690.00,0.00,1.90,0.09,0.21,0.00,3.00
1573,＜いか・たこ類＞　（いか類）　やりいか　生,79.00,17.60,1.00,0.40,8.00,0.00,1.40,0.04,0.03,2.00,0.40
1574,＜いか・たこ類＞　（いか類）　加工品　するめ,304.00,69.20,4.30,0.40,22.00,0.00,4.40,0.10,0.10,0.00,2.30
1575,＜いか・たこ類＞　（いか類）　加工品　さきいか,268.00,45.50,3.10,17.30,3.00,0.00,1.70,0.06,0.09,0.00,6.90
1576,＜いか・たこ類＞　（いか類）　加工品　くん製,202.00,35.20,1.50,12.80,0.00,0.00,1.80,0.10,0.15,0.00,6.10
1577,＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,310.00,22.70,4.70,46.10,0.00,0.00,1.90,0.06,0.10,0.00,2.80
1578,＜いか・たこ類＞　（いか類）　加工品　いかあられ,289.00,20.00,1.80,49.10,0.00,0.00,1.10,0.07,0.10,0.00,1.80
1579,＜いか・たこ類＞　（いか類）　加工品　塩辛,114.00,15.20,3.40,6.50,200.00,0.00,3.30,0.00,0.10,0.00,6.90
1580,＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,127.00,21.40,1.80,7.70,7.00,0.00,2.80,0.02,0.07,0.00,1.80
1581,＜いか・たこ類＞　（たこ類）　いいだこ　生,64.00,14.60,0.80,0.10,36.00,0.00,2.70,0.01,0.08,1.00,0.60
1582,＜いか・たこ類＞　（たこ類）　まだこ　皮つき　生,70.00,16.10,0.90,0.20,1.00,0.00,0.80,0.03,0.08,1.00,1.00
158201,＜いか・たこ類＞　（たこ類）　まだこ　皮なし　生,88.00,19.00,1.00,0.40,1.00,0.00,0.90,0.04,0.04,2.00,1.80
1583,＜いか・たこ類＞　（たこ類）　まだこ　ゆで,91.00,21.70,0.70,0.10,5.00,0.00,1.90,0.03,0.05,0.00,0.60
158301,＜いか・たこ類＞　（たこ類）　まだこ　蒸しだこ,75.00,16.80,1.20,0.20,2.00,0.00,1.20,0.03,0.04,1.00,1.20
158302,＜いか・たこ類＞　（たこ類）　まだこ　蒸しだこ　油いため,112.00,22.40,3.00,0.20,4.00,0.00,2.10,0.03,0.04,1.00,1.20
